389,go out elevator,2020-01-20 16:50:01.494,2020-01-20 16:50:26.666,14.876,,7.423,EVT6-2-22,113,2020-01-20 16:50:01.494
390,go out elevator,2020-01-20 16:52:30.779,2020-01-20 16:52:54.815,13.487,,7.65,EVT6-2-22,114,2020-01-20 16:52:30.779
391,go out elevator,2020-01-20 16:56:01.617,2020-01-20 16:56:30.659,13.858,,11.059,EVT6-2-22,115,2020-01-20 16:56:01.617
391,go out elevator,2020-01-20 16:56:01.617,2020-01-20 16:56:30.659,13.858,,11.059,EVT6-2-22,115,2020-01-20 16:56:01.617
392,go out elevator,2020-01-20 15:17:53.830,2020-01-20 15:18:23.873,14.134,,10.266,EVT6-2-3,7,2020-01-20 15:17:53.830
392,go out elevator,2020-01-20 15:17:53.830,2020-01-20 15:18:23.873,14.134,,10.266,EVT6-2-3,7,2020-01-20 15:17:53.830
393,go out elevator,2020-01-20 15:19:46.079,2020-01-20 15:20:13.128,16.122,,10.047,EVT6-2-3,8,2020-01-20 15:19:46.079
393,go out elevator,2020-01-20 15:19:46.079,2020-01-20 15:20:13.128,16.122,,10.047,EVT6-2-3,8,2020-01-20 15:19:46.079
394,go out elevator,2020-01-20 15:29:41.755,2020-01-20 15:30:06.792,14.954,,9.58,EVT6-2-3,9,2020-01-20 15:29:41.755
394,go out elevator,2020-01-20 15:29:41.755,2020-01-20 15:30:06.792,14.954,,9.58,EVT6-2-3,9,2020-01-20 15:29:41.755
395,go out elevator,2020-01-20 15:40:24.545,2020-01-20 15:40:54.580,14.899000000000001,,10.31,EVT6-2-3,10,2020-01-20 15:40:24.545
395,go out elevator,2020-01-20 15:40:24.545,2020-01-20 15:40:54.580,14.899000000000001,,10.31,EVT6-2-3,10,2020-01-20 15:40:24.545
396,go out elevator,2020-01-20 15:50:48.688,2020-01-20 15:51:34.763,15.531,,9.093,EVT6-2-3,11,2020-01-20 15:50:48.688
396,go out elevator,2020-01-20 15:50:48.688,2020-01-20 15:51:34.763,15.531,,9.093,EVT6-2-3,11,2020-01-20 15:50:48.688
397,go out elevator,2020-01-20 15:56:34.808,2020-01-20 15:57:00.858,14.777,,10.412,EVT6-2-3,12,2020-01-20 15:56:34.808
397,go out elevator,2020-01-20 15:56:34.808,2020-01-20 15:57:00.858,14.777,,10.412,EVT6-2-3,12,2020-01-20 15:56:34.808
398,go out elevator,2020-01-20 15:59:32.018,2020-01-20 15:59:56.065,14.305,,11.391,EVT6-2-3,13,2020-01-20 15:59:32.018
398,go out elevator,2020-01-20 15:59:32.018,2020-01-20 15:59:56.065,14.305,,11.391,EVT6-2-3,13,2020-01-20 15:59:32.018
399,go out elevator,2020-01-20 16:09:31.611,2020-01-20 16:09:56.651,14.424,,10.2,EVT6-2-3,14,2020-01-20 16:09:31.611
400,go out elevator,2020-01-20 16:18:48.225,2020-01-20 16:19:14.263,15.357,,11.041,EVT6-2-3,15,2020-01-20 16:18:48.225
400,go out elevator,2020-01-20 16:18:48.225,2020-01-20 16:19:14.263,15.357,,11.041,EVT6-2-3,15,2020-01-20 16:18:48.225
401,go out elevator,2020-01-20 16:24:47.441,2020-01-20 16:25:12.477,14.453,,8.252,EVT6-2-3,16,2020-01-20 16:24:47.441
401,go out elevator,2020-01-20 16:24:47.441,2020-01-20 16:25:12.477,14.453,,8.252,EVT6-2-3,16,2020-01-20 16:24:47.441
402,go out elevator,2020-01-20 16:33:55.019,2020-01-20 16:34:33.072,19.001,,9.111,EVT6-2-3,17,2020-01-20 16:33:55.019
402,go out elevator,2020-01-20 16:33:55.019,2020-01-20 16:34:33.072,19.001,,9.111,EVT6-2-3,17,2020-01-20 16:33:55.019
403,go out elevator,2020-01-20 16:41:12.607,2020-01-20 16:41:43.692,15.213,,9.502,EVT6-2-3,18,2020-01-20 16:41:12.607
404,go out elevator,2020-01-20 14:13:03.370,2020-01-20 14:13:25.414,14.729,,10.631,,76,2020-01-20 14:13:03.370
404,go out elevator,2020-01-20 14:13:03.370,2020-01-20 14:13:25.414,14.729,,10.631,,76,2020-01-20 14:13:03.370
405,go out elevator,2020-01-20 14:14:49.502,2020-01-20 14:15:14.537,14.321,,10.362,,77,2020-01-20 14:14:49.502
405,go out elevator,2020-01-20 14:14:49.502,2020-01-20 14:15:14.537,14.321,,10.362,,77,2020-01-20 14:14:49.502
406,go out elevator,2020-01-20 14:17:27.654,2020-01-20 14:18:07.708,14.598,,9.911,,78,2020-01-20 14:17:27.654
406,go out elevator,2020-01-20 14:17:27.654,2020-01-20 14:18:07.708,14.598,,9.911,,78,2020-01-20 14:17:27.654
407,go out elevator,2020-01-20 14:19:28.790,2020-01-20 14:19:52.839,13.207,,9.389,,79,2020-01-20 14:19:28.790
408,go out elevator,2020-01-20 14:21:42.950,2020-01-20 14:22:06.988,13.258,,9.591,,80,2020-01-20 14:21:42.950
408,go out elevator,2020-01-20 14:21:42.950,2020-01-20 14:22:06.988,13.258,,9.591,,80,2020-01-20 14:21:42.950
410,go out elevator,2020-01-20 14:25:45.246,2020-01-20 14:26:31.304,13.554,,9.202,,82,2020-01-20 14:25:45.246
411,go out elevator,2020-01-20 14:28:19.410,2020-01-20 14:28:43.452,13.722,,9.917,,83,2020-01-20 14:28:19.410
411,go out elevator,2020-01-20 14:28:19.410,2020-01-20 14:28:43.452,13.722,,9.917,,83,2020-01-20 14:28:19.410
412,go out elevator,2020-01-20 14:30:34.563,2020-01-20 14:30:58.604,13.222,,9.507,,84,2020-01-20 14:30:34.563
412,go out elevator,2020-01-20 14:30:34.563,2020-01-20 14:30:58.604,13.222,,9.507,,84,2020-01-20 14:30:34.563
413,go out elevator,2020-01-20 14:37:50.275,2020-01-20 14:38:54.377,50.14,,13.471,,86,2020-01-20 14:37:50.275
413,go out elevator,2020-01-20 14:37:50.275,2020-01-20 14:38:54.377,50.14,,13.471,,86,2020-01-20 14:37:50.275
414,go out elevator,2020-01-20 14:40:30.457,2020-01-20 14:40:57.493,16.335,,10.303,,87,2020-01-20 14:40:30.457
414,go out elevator,2020-01-20 14:40:30.457,2020-01-20 14:40:57.493,16.335,,10.303,,87,2020-01-20 14:40:30.457
415,go out elevator,2020-01-20 14:42:21.595,2020-01-20 14:42:47.634,14.809,,10.185,,88,2020-01-20 14:42:21.595
415,go out elevator,2020-01-20 14:42:21.595,2020-01-20 14:42:47.634,14.809,,10.185,,88,2020-01-20 14:42:21.595
416,go out elevator,2020-01-20 14:44:01.701,2020-01-20 14:44:26.735,14.148,,9.549,,89,2020-01-20 14:44:01.701
416,go out elevator,2020-01-20 14:44:01.701,2020-01-20 14:44:26.735,14.148,,9.549,,89,2020-01-20 14:44:01.701
417,go out elevator,2020-01-20 14:45:52.804,2020-01-20 14:46:17.844,13.838,,10.545,,90,2020-01-20 14:45:52.804
417,go out elevator,2020-01-20 14:45:52.804,2020-01-20 14:46:17.844,13.838,,10.545,,90,2020-01-20 14:45:52.804
418,go out elevator,2020-01-20 14:47:33.129,2020-01-20 14:47:58.171,14.184,,9.584,,91,2020-01-20 14:47:33.129
418,go out elevator,2020-01-20 14:47:33.129,2020-01-20 14:47:58.171,14.184,,9.584,,91,2020-01-20 14:47:33.129
419,go out elevator,2020-01-20 14:49:22.270,2020-01-20 14:49:47.311,14.045,,11.468,,92,2020-01-20 14:49:22.270
419,go out elevator,2020-01-20 14:49:22.270,2020-01-20 14:49:47.311,14.045,,11.468,,92,2020-01-20 14:49:22.270
420,go out elevator,2020-01-20 14:50:49.368,2020-01-20 14:51:15.412,14.707,,9.572,,93,2020-01-20 14:50:49.368
420,go out elevator,2020-01-20 14:50:49.368,2020-01-20 14:51:15.412,14.707,,9.572,,93,2020-01-20 14:50:49.368
421,go out elevator,2020-01-20 14:52:37.705,2020-01-20 14:53:03.756,14.926,,10.928,,94,2020-01-20 14:52:37.705
421,go out elevator,2020-01-20 14:52:37.705,2020-01-20 14:53:03.756,14.926,,10.928,,94,2020-01-20 14:52:37.705
422,go out elevator,2020-01-20 14:54:05.844,2020-01-20 14:54:31.885,14.546,,8.896,,95,2020-01-20 14:54:05.844
422,go out elevator,2020-01-20 14:54:05.844,2020-01-20 14:54:31.885,14.546,,8.896,,95,2020-01-20 14:54:05.844
423,go out elevator,2020-01-20 14:56:41.999,2020-01-20 14:57:11.177,18.318,,11.337,,96,2020-01-20 14:56:41.999
423,go out elevator,2020-01-20 14:56:41.999,2020-01-20 14:57:11.177,18.318,,11.337,,96,2020-01-20 14:56:41.999
424,go out elevator,2020-01-20 14:58:11.235,2020-01-20 14:58:37.275,14.656,,10.206,,97,2020-01-20 14:58:11.235
424,go out elevator,2020-01-20 14:58:11.235,2020-01-20 14:58:37.275,14.656,,10.206,,97,2020-01-20 14:58:11.235
425,go out elevator,2020-01-20 15:00:23.369,2020-01-20 15:00:48.406,13.695,,11.101,,98,2020-01-20 15:00:23.369
425,go out elevator,2020-01-20 15:00:23.369,2020-01-20 15:00:48.406,13.695,,11.101,,98,2020-01-20 15:00:23.369
426,go out elevator,2020-01-20 15:02:00.472,2020-01-20 15:02:26.509,15.054,,9.438,,99,2020-01-20 15:02:00.472
428,go out elevator,2020-01-20 15:04:29.637,2020-01-20 15:04:54.676,13.918,,11.036,,100,2020-01-20 15:04:29.637
428,go out elevator,2020-01-20 15:04:29.637,2020-01-20 15:04:54.676,13.918,,11.036,,100,2020-01-20 15:04:29.637
429,go out elevator,2020-01-20 15:06:11.745,2020-01-20 15:06:38.785,15.646,,9.058,,101,2020-01-20 15:06:11.745
429,go out elevator,2020-01-20 15:06:11.745,2020-01-20 15:06:38.785,15.646,,9.058,,101,2020-01-20 15:06:11.745
430,go out elevator,2020-01-20 15:08:33.894,2020-01-20 15:08:58.935,14.479,,10.949,,102,2020-01-20 15:08:33.894
431,go out elevator,2020-01-20 15:10:00.119,2020-01-20 15:10:31.149,13.771,,9.61,,103,2020-01-20 15:10:00.119
431,go out elevator,2020-01-20 15:10:00.119,2020-01-20 15:10:31.149,13.771,,9.61,,103,2020-01-20 15:10:00.119
432,go out elevator,2020-01-20 15:12:07.234,2020-01-20 15:12:32.272,14.353,,11.208,,104,2020-01-20 15:12:07.234
433,go out elevator,2020-01-20 15:13:31.343,2020-01-20 15:13:57.383,14.895,,9.402,,105,2020-01-20 15:13:31.343
434,go out elevator,2020-01-20 15:15:21.659,2020-01-20 15:15:46.693,14.231,,10.909,,106,2020-01-20 15:15:21.659
434,go out elevator,2020-01-20 15:15:21.659,2020-01-20 15:15:46.693,14.231,,10.909,,106,2020-01-20 15:15:21.659
435,go out elevator,2020-01-20 15:16:48.761,2020-01-20 15:17:14.800,14.587,,9.449,,107,2020-01-20 15:16:48.761
436,go out elevator,2020-01-20 15:19:03.911,2020-01-20 15:19:28.952,13.999,,10.732,,108,2020-01-20 15:19:03.911
437,go out elevator,2020-01-20 15:20:47.143,2020-01-20 15:21:12.215,13.482,,9.142,,109,2020-01-20 15:20:47.143
437,go out elevator,2020-01-20 15:20:47.143,2020-01-20 15:21:12.215,13.482,,9.142,,109,2020-01-20 15:20:47.143
439,go out elevator,2020-01-20 15:24:05.400,2020-01-20 15:24:31.436,14.795,,9.273,,111,2020-01-20 15:24:05.400
439,go out elevator,2020-01-20 15:24:05.400,2020-01-20 15:24:31.436,14.795,,9.273,,111,2020-01-20 15:24:05.400
441,go out elevator,2020-01-20 15:27:55.616,2020-01-20 15:28:20.651,14.421,,11.889,,112,2020-01-20 15:27:55.616
441,go out elevator,2020-01-20 15:27:55.616,2020-01-20 15:28:20.651,14.421,,11.889,,112,2020-01-20 15:27:55.616
442,go out elevator,2020-01-20 15:29:22.712,2020-01-20 15:29:47.796,14.26,,9.912,,113,2020-01-20 15:29:22.712
442,go out elevator,2020-01-20 15:29:22.712,2020-01-20 15:29:47.796,14.26,,9.912,,113,2020-01-20 15:29:22.712
443,go out elevator,2020-01-20 15:31:08.859,2020-01-20 15:31:33.893,13.768,,10.717,,114,2020-01-20 15:31:08.859
443,go out elevator,2020-01-20 15:31:08.859,2020-01-20 15:31:33.893,13.768,,10.717,,114,2020-01-20 15:31:08.859
444,go out elevator,2020-01-20 15:32:35.968,2020-01-20 15:33:01.004,14.352,,10.309,,115,2020-01-20 15:32:35.968
444,go out elevator,2020-01-20 15:32:35.968,2020-01-20 15:33:01.004,14.352,,10.309,,115,2020-01-20 15:32:35.968
445,go out elevator,2020-01-20 15:34:36.087,2020-01-20 15:35:01.159,13.917,,11.435,,116,2020-01-20 15:34:36.087
445,go out elevator,2020-01-20 15:34:36.087,2020-01-20 15:35:01.159,13.917,,11.435,,116,2020-01-20 15:34:36.087
446,go out elevator,2020-01-20 15:36:20.207,2020-01-20 15:36:45.248,14.603,,12.018,,117,2020-01-20 15:36:20.207
446,go out elevator,2020-01-20 15:36:20.207,2020-01-20 15:36:45.248,14.603,,12.018,,117,2020-01-20 15:36:20.207
447,go out elevator,2020-01-20 15:38:12.343,2020-01-20 15:38:38.381,14.708,,11.29,,118,2020-01-20 15:38:12.343
447,go out elevator,2020-01-20 15:38:12.343,2020-01-20 15:38:38.381,14.708,,11.29,,118,2020-01-20 15:38:12.343
448,go out elevator,2020-01-20 15:39:41.447,2020-01-20 15:40:07.484,14.744,,9.055,,119,2020-01-20 15:39:41.447
449,go out elevator,2020-01-20 15:41:31.565,2020-01-20 15:41:56.603,14.077,,11.111,,120,2020-01-20 15:41:31.565
450,go out elevator,2020-01-20 15:42:56.665,2020-01-20 15:43:21.704,14.006,,9.616,,121,2020-01-20 15:42:56.665
451,go out elevator,2020-01-20 15:44:40.785,2020-01-20 15:45:04.821,13.272,,11.166,,122,2020-01-20 15:44:40.785
451,go out elevator,2020-01-20 15:44:40.785,2020-01-20 15:45:04.821,13.272,,11.166,,122,2020-01-20 15:44:40.785
452,go out elevator,2020-01-20 15:46:39.038,2020-01-20 15:47:03.072,12.952,,9.515,,123,2020-01-20 15:46:39.038
452,go out elevator,2020-01-20 15:46:39.038,2020-01-20 15:47:03.072,12.952,,9.515,,123,2020-01-20 15:46:39.038
453,go out elevator,2020-01-20 15:48:27.146,2020-01-20 15:48:53.185,14.813,,11.263,,124,2020-01-20 15:48:27.146
453,go out elevator,2020-01-20 15:48:27.146,2020-01-20 15:48:53.185,14.813,,11.263,,124,2020-01-20 15:48:27.146
454,go out elevator,2020-01-20 15:50:00.253,2020-01-20 15:50:26.287,15.369,,9.622,,125,2020-01-20 15:50:00.253
454,go out elevator,2020-01-20 15:50:00.253,2020-01-20 15:50:26.287,15.369,,9.622,,125,2020-01-20 15:50:00.253
455,go out elevator,2020-01-20 15:52:02.440,2020-01-20 15:52:27.484,14.389,,11.319,,126,2020-01-20 15:52:02.440
456,go out elevator,2020-01-20 15:53:28.551,2020-01-20 15:53:52.594,13.289,,10.175,,127,2020-01-20 15:53:28.551
456,go out elevator,2020-01-20 15:53:28.551,2020-01-20 15:53:52.594,13.289,,10.175,,127,2020-01-20 15:53:28.551
457,go out elevator,2020-01-20 15:55:16.680,2020-01-20 15:55:41.709,13.811,,11.912,,128,2020-01-20 15:55:16.680
459,go out elevator,2020-01-20 15:58:31.949,2020-01-20 15:58:55.991,13.268,,10.973,,130,2020-01-20 15:58:31.949
460,go out elevator,2020-01-20 15:59:58.069,2020-01-20 16:00:23.100,13.621,,8.999,,131,2020-01-20 15:59:58.069
460,go out elevator,2020-01-20 15:59:58.069,2020-01-20 16:00:23.100,13.621,,8.999,,131,2020-01-20 15:59:58.069
461,go out elevator,2020-01-20 16:01:54.253,2020-01-20 16:02:17.354,15.513,,9.346,,132,2020-01-20 16:01:54.253
461,go out elevator,2020-01-20 16:01:54.253,2020-01-20 16:02:17.354,15.513,,9.346,,132,2020-01-20 16:01:54.253
462,go out elevator,2020-01-20 16:03:39.437,2020-01-20 16:04:04.481,14.202,,9.35,,133,2020-01-20 16:03:39.437
462,go out elevator,2020-01-20 16:03:39.437,2020-01-20 16:04:04.481,14.202,,9.35,,133,2020-01-20 16:03:39.437
463,go out elevator,2020-01-20 16:05:52.662,2020-01-20 16:06:17.709,13.993,,9.872,,134,2020-01-20 16:05:52.662
463,go out elevator,2020-01-20 16:05:52.662,2020-01-20 16:06:17.709,13.993,,9.872,,134,2020-01-20 16:05:52.662
464,go out elevator,2020-01-20 16:07:41.797,2020-01-20 16:08:06.838,14.099,,9.46,,135,2020-01-20 16:07:41.797
464,go out elevator,2020-01-20 16:07:41.797,2020-01-20 16:08:06.838,14.099,,9.46,,135,2020-01-20 16:07:41.797
465,go out elevator,2020-01-20 16:10:05.016,2020-01-20 16:10:29.043,13.47,,10.55,,136,2020-01-20 16:10:05.016
466,go out elevator,2020-01-20 16:24:03.495,2020-01-20 16:24:28.532,13.872,,8.889,,137,2020-01-20 16:24:03.495
467,go out elevator,2020-01-20 16:26:21.611,2020-01-20 16:26:46.702,14.5,,10.065,,138,2020-01-20 16:26:21.611
467,go out elevator,2020-01-20 16:26:21.611,2020-01-20 16:26:46.702,14.5,,10.065,,138,2020-01-20 16:26:21.611
468,go out elevator,2020-01-20 16:28:28.815,2020-01-20 16:28:52.855,13.557,,9.951,,139,2020-01-20 16:28:28.815
468,go out elevator,2020-01-20 16:28:28.815,2020-01-20 16:28:52.855,13.557,,9.951,,139,2020-01-20 16:28:28.815
469,go out elevator,2020-01-20 16:30:42.937,2020-01-20 16:31:07.974,13.765,,9.074,,140,2020-01-20 16:30:42.937
469,go out elevator,2020-01-20 16:30:42.937,2020-01-20 16:31:07.974,13.765,,9.074,,140,2020-01-20 16:30:42.937
470,go out elevator,2020-01-20 16:32:29.050,2020-01-20 16:32:53.253,13.262,,9.154,,141,2020-01-20 16:32:29.050
471,go out elevator,2020-01-20 16:34:41.404,2020-01-20 16:35:05.445,13.098,,9.55,,142,2020-01-20 16:34:41.404
471,go out elevator,2020-01-20 16:34:41.404,2020-01-20 16:35:05.445,13.098,,9.55,,142,2020-01-20 16:34:41.404
472,go out elevator,2020-01-20 16:36:28.522,2020-01-20 16:36:52.605,13.368,,9.57,,143,2020-01-20 16:36:28.522
472,go out elevator,2020-01-20 16:36:28.522,2020-01-20 16:36:52.605,13.368,,9.57,,143,2020-01-20 16:36:28.522
473,go out elevator,2020-01-20 16:39:19.742,2020-01-20 16:39:43.783,13.181,,9.596,,144,2020-01-20 16:39:19.742
474,go out elevator,2020-01-20 16:41:09.863,2020-01-20 16:41:33.904,13.798,,9.776,,145,2020-01-20 16:41:09.863
475,go out elevator,2020-01-20 16:43:17.049,2020-01-20 16:43:41.091,12.926,,9.321,,146,2020-01-20 16:43:17.049
475,go out elevator,2020-01-20 16:43:17.049,2020-01-20 16:43:41.091,12.926,,9.321,,146,2020-01-20 16:43:17.049
476,go out elevator,2020-01-20 16:45:02.175,2020-01-20 16:45:26.206,13.813,,9.91,,147,2020-01-20 16:45:02.175
476,go out elevator,2020-01-20 16:45:02.175,2020-01-20 16:45:26.206,13.813,,9.91,,147,2020-01-20 16:45:02.175
477,go in elevator,2020-01-20 16:47:28.317,,,3.941,,,148,2020-01-20 16:47:28.317
478,go out elevator,2020-01-20 16:48:48.401,2020-01-20 16:49:13.545,13.825,,10.012,,148,2020-01-20 16:48:48.401
479,go out elevator,2020-01-20 16:51:04.626,2020-01-20 16:51:29.661,13.98,,9.086,,149,2020-01-20 16:51:04.626
480,go out elevator,2020-01-20 16:53:39.764,2020-01-20 16:54:03.803,13.268,,10.249,,150,2020-01-20 16:53:39.764
480,go out elevator,2020-01-20 16:53:39.764,2020-01-20 16:54:03.803,13.268,,10.249,,150,2020-01-20 16:53:39.764
481,go out elevator,2020-01-20 16:55:48.929,2020-01-20 16:56:10.099,13.406,,10.604,,151,2020-01-20 16:55:48.929
481,go out elevator,2020-01-20 16:55:48.929,2020-01-20 16:56:10.099,13.406,,10.604,,151,2020-01-20 16:55:48.929
